#Detector	X	Y
1	567508	9577857
2	567508	9577869
3	567508	9577881
4	567508	9577893
5	567508	9577905
6	567520	9577857
7	567520	9577869
8	567520	9577881
9	567520	9577893
10	567520	9577905
11	567532	9577857
12	567532	9577869
13	567532	9577881
14	567532	9577893
15	567532	9577905
16	567544	9577857
17	567544	9577869
18	567544	9577881
19	567544	9577893
20	567544	9577905
