name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Fernando de Noronha,3/1/2017,31,26.9,28.4,39.1,29.8,33.1,24.7,80.8,6.2,100,100,rain,,,,27.7,117.9,1010.3,64.2,11.1,195.2,16.9,7,,2017-03-01T06:16:30,2017-03-01T18:27:13,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/2/2017,30,23.1,27.1,37.4,23.1,30.3,24.8,87.7,7.8,100,100,rain,,,,25.9,119.1,1011.4,70.1,9.5,113,9.7,4,,2017-03-02T06:16:24,2017-03-02T18:26:54,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/3/2017,31,26,28.4,39.1,26,32.8,24.7,80.5,1.6,100,62.5,rain,,,,29.9,131.4,1012.2,61.7,11.1,292.2,25.3,10,,2017-03-03T06:16:18,2017-03-03T18:26:35,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/4/2017,31,25,28.4,39.1,25,32.7,24.3,78.9,0.6,100,25,rain,,,,25.9,129.9,1010.7,58,11.1,296.7,25.6,10,,2017-03-04T06:16:11,2017-03-04T18:26:16,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/5/2017,31,26,28.5,39.1,26,32.6,24.2,78.2,2.1,100,66.67,rain,,,,27.7,121.1,1010.1,46.4,11.1,294.5,25.6,10,,2017-03-05T06:16:04,2017-03-05T18:25:56,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/6/2017,31,26,28.4,39.1,26,32.9,24.7,80.4,1.7,100,62.5,rain,,,,27,117.3,1010.9,51.2,11.1,273.1,23.7,9,,2017-03-06T06:15:56,2017-03-06T18:25:35,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/7/2017,31,25,28,40.6,25,32.3,25,84.2,4.1,100,95.83,rain,,,,25.6,120,1011.1,51.2,10.3,168.7,14.6,5,,2017-03-07T06:15:48,2017-03-07T18:25:14,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/8/2017,31,26,28.3,39.1,26,33.1,25.2,83.4,7.3,100,100,rain,,,,25.9,126.3,1010.6,64.5,11.1,202,17.4,7,,2017-03-08T06:15:40,2017-03-08T18:24:53,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/9/2017,30.8,26,27.9,40,26,32.1,24.8,83.4,3.4,100,50,rain,,,,29.5,127.5,1010.3,75.3,11,151.9,13.1,5,,2017-03-09T06:15:31,2017-03-09T18:24:31,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/10/2017,31,27,28.5,40.6,30.1,33.4,24.8,80.4,0.3,100,12.5,rain,,,,27.7,125,1011,67.5,11.1,195.5,16.8,7,,2017-03-10T06:15:22,2017-03-10T18:24:09,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/11/2017,30,26,28.4,36.2,26,32.5,24,77.3,0,0,0,,,,,25.9,107.6,1010.7,43.5,11.1,297.1,25.6,10,,2017-03-11T06:15:13,2017-03-11T18:23:47,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFN,remote,82400099999"
Fernando de Noronha,3/12/2017,31,26,28.6,39,26,33.1,24.3,77.7,0,0,0,,,,,25.9,121.3,1010.9,38.9,11.1,297.4,25.8,10,,2017-03-12T06:15:03,2017-03-12T18:23:25,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFN,remote,82400099999"
Fernando de Noronha,3/13/2017,31,26,28.5,39.1,26,32.9,24.3,78.5,0,0,0,,,,,25.9,122.7,1011,39.8,11.1,315.2,27.1,10,,2017-03-13T06:14:53,2017-03-13T18:23:02,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFN,remote,82400099999"
Fernando de Noronha,3/14/2017,31,26,28.4,37.7,26,32.6,24.2,78.3,0,0,0,,,,,22.3,121.1,1011.3,57.1,11.1,312.3,27,10,,2017-03-14T06:14:43,2017-03-14T18:22:39,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFN,remote,82400099999"
Fernando de Noronha,3/15/2017,31,26.9,28.7,37.7,29.6,33.1,24.1,76.4,0,0,0,,,,,25.9,113.4,1010.4,59.7,11.1,306.7,26.4,10,,2017-03-15T06:14:33,2017-03-15T18:22:15,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFN,remote,82400099999"
Fernando de Noronha,3/16/2017,30.1,27,28.6,35.1,29.6,32.2,23.2,73,0,0,0,,,,,24.8,98.9,1011.2,57.9,11.1,291.1,25.2,9,,2017-03-16T06:14:22,2017-03-16T18:21:52,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFN,remote,82400099999"
Fernando de Noronha,3/17/2017,31,25,28.4,37.7,25,32.2,23.5,75,0.4,100,16.67,rain,,,,21.6,107,1012.1,47.5,11.1,309.9,26.9,10,,2017-03-17T06:14:11,2017-03-17T18:21:28,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/18/2017,29,24,27.3,33.5,24,30,23.5,80,0.7,100,29.17,rain,,,,16.9,117.3,1013.1,43.2,11.1,273.9,23.6,9,,2017-03-18T06:14:00,2017-03-18T18:21:04,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/19/2017,30,23,27.4,36.2,23,30.6,23.8,81,1.1,100,29.17,rain,,,,25.9,112.6,1012.9,47.9,11.1,285,24.5,10,,2017-03-19T06:13:49,2017-03-19T18:20:40,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/20/2017,30,26,28,36.2,26,31.5,24,79.2,3.4,100,100,rain,,,,19.4,100.4,1013.1,50.6,11.1,280.9,24.3,9,,2017-03-20T06:13:38,2017-03-20T18:20:16,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/21/2017,31,25,28.1,37.7,25,31.7,24.2,80,6.7,100,100,rain,,,,16.6,124.4,1013.3,58.4,11.1,262.1,22.8,9,,2017-03-21T06:13:26,2017-03-21T18:19:52,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/22/2017,30,26,28.1,37.4,26,32.2,24.8,82.3,15.3,100,100,rain,,,,18.4,113.9,1013,49.3,11.1,142.1,12.3,5,,2017-03-22T06:13:14,2017-03-22T18:19:28,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/23/2017,30,24.9,27.1,36.2,24.9,30.1,24.8,87.8,12.9,100,100,rain,,,,16.9,115.1,1012.2,68.2,11.1,149.8,13,5,,2017-03-23T06:13:03,2017-03-23T18:19:03,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/24/2017,27.4,24,26.1,30.6,24,27.6,23.9,87.8,33.5,100,100,rain,,,,14.8,59.8,1012.3,70.9,9.7,137,11.9,4,,2017-03-24T06:12:51,2017-03-24T18:18:39,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/25/2017,30,25,27.9,37.4,25,31.9,24.4,81.6,7.3,100,100,rain,,,,25.6,112.7,1011.3,70.6,10.6,206.3,17.8,7,,2017-03-25T06:12:39,2017-03-25T18:18:15,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/26/2017,30.9,25,28,38.8,25,31.8,24.6,82.2,8.9,100,91.67,rain,,,,27.7,110.1,1011.5,66.3,10.8,274.3,23.7,9,,2017-03-26T06:12:27,2017-03-26T18:17:50,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/27/2017,31.9,27,28.9,40.6,29.6,34.2,24.8,78.4,0.6,100,25,rain,,,,27.7,115.9,1012.3,60.1,11.1,287,25,10,,2017-03-27T06:12:16,2017-03-27T18:17:26,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/28/2017,30.9,26,28.5,37.5,26,33,24.6,79.9,2,100,41.67,rain,,,,23,114.4,1012.2,62.8,11.1,274.9,23.8,9,,2017-03-28T06:12:04,2017-03-28T18:17:02,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/29/2017,31.1,26,28,37.9,26,32.5,25.1,84.5,5.5,100,100,rain,,,,22.3,114.5,1011,56.9,11.1,224.8,19.5,7,,2017-03-29T06:11:52,2017-03-29T18:16:37,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/30/2017,31,25,28.5,39.1,25,33.7,25.4,83.9,4.4,100,100,rain,,,,18.7,109.1,1010.9,63.2,11.1,206.3,17.8,7,,2017-03-30T06:11:40,2017-03-30T18:16:13,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,3/31/2017,31.9,27,29,40.6,30.6,34.9,25.5,81.9,9.1,100,100,rain,,,,31.7,121,1011.7,76.4,11,188.4,16.3,7,,2017-03-31T06:11:28,2017-03-31T18:15:49,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/1/2017,29,24,27.4,35.6,24,30.6,24.7,85.8,16,100,100,rain,,,,33.5,106.4,1012.4,70.6,10.7,168,14.4,6,,2017-04-01T06:11:17,2017-04-01T18:15:25,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/2/2017,29,24.9,26.9,34.5,24.9,29.6,24.5,86.7,24.3,100,100,rain,,,,37.1,128,1012.4,67.7,10.9,182.6,15.7,7,,2017-04-02T06:11:05,2017-04-02T18:15:01,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/3/2017,30,25,27.8,36.2,25,31.7,24.7,83.5,1.4,100,33.33,rain,,,,28.4,125.1,1010.8,66.7,11.1,266.2,23,9,,2017-04-03T06:10:54,2017-04-03T18:14:38,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/4/2017,28.8,24.9,27.4,34.6,24.9,30.9,24.7,85.5,14.6,100,100,rain,,,,36.4,119.6,1011,67.7,10.3,140.6,12.2,6,,2017-04-04T06:10:43,2017-04-04T18:14:14,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/5/2017,31,25,28.3,39.1,25,33,24.9,81.8,4.2,100,66.67,rain,,,,36.4,118.4,1012.7,67.1,11.1,171.8,14.8,6,,2017-04-05T06:10:31,2017-04-05T18:13:51,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/6/2017,31,27,28.7,39.2,30.1,33.8,24.8,79.4,0.8,100,33.33,rain,,,,25.6,125.4,1012.3,50.9,11.1,285.7,24.5,10,,2017-04-06T06:10:21,2017-04-06T18:13:28,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/7/2017,31,26.9,28.6,37.9,29.4,33,24.1,76.5,0.1,100,4.17,rain,,,,24.8,143,1011.1,40.2,11.1,295,25.7,10,,2017-04-07T06:10:10,2017-04-07T18:13:05,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/8/2017,31,26,28.6,39.1,26,33.4,24.7,79.2,3.4,100,79.17,rain,,,,24.1,136.8,1010.4,56.4,11.1,230.7,20,8,,2017-04-08T06:09:59,2017-04-08T18:12:43,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/9/2017,30,26,28.2,36.9,26,32.4,24.4,79.9,3.5,100,100,rain,,,,20.2,102.5,1010.2,56.6,11.1,269.5,23.2,9,,2017-04-09T06:09:49,2017-04-09T18:12:21,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/10/2017,30,24.9,27.3,37.4,24.9,30.5,24.4,84.5,6.6,100,100,rain,,,,24.1,107.7,1011.1,55.6,11.1,208.3,18,7,,2017-04-10T06:09:39,2017-04-10T18:11:59,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/11/2017,29,25,27.3,34.5,25,30.2,24.4,84.3,4.8,100,100,rain,,,,11.5,100.1,1011.3,58.1,10.6,239,20.8,8,,2017-04-11T06:09:29,2017-04-11T18:11:37,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/12/2017,30,24.9,27.1,36.2,24.9,30.1,24.6,86.5,5.7,100,100,rain,,,,25.2,124.3,1011.9,68.7,10.7,250.9,21.7,8,,2017-04-12T06:09:19,2017-04-12T18:11:16,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/13/2017,30.9,25,28,38.7,25,32.4,25,84.5,4.6,100,83.33,rain,,,,25.2,113.7,1011.4,59.8,10.8,227.4,19.5,8,,2017-04-13T06:09:10,2017-04-13T18:10:55,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/14/2017,31,26,28.5,39.1,26,33.4,25.2,82.5,3.1,100,62.5,rain,,,,28.1,118.7,1011.5,73.7,10.3,214.1,18.6,7,,2017-04-14T06:09:01,2017-04-14T18:10:34,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/15/2017,31,27,28.8,38.7,30,33.9,24.7,78.5,0,0,0,,,,,27.7,125.4,1011.5,59.7,11.1,254.9,22,8,,2017-04-15T06:08:52,2017-04-15T18:10:14,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFN,remote,82400099999"
Fernando de Noronha,4/16/2017,31,27,29.1,38.9,30.1,34,24.4,76.3,0,0,0,,,,,27.4,124.8,1010.7,43.8,11.1,300.5,25.9,10,,2017-04-16T06:08:44,2017-04-16T18:09:55,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFN,remote,82400099999"
Fernando de Noronha,4/17/2017,31,26.9,29,39.1,29.6,33.6,24.1,75,0,0,0,,,,,24.1,132.1,1011.2,54.7,11.1,294.7,25.4,10,,2017-04-17T06:08:36,2017-04-17T18:09:35,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFN,remote,82400099999"
Fernando de Noronha,4/18/2017,31,27,29,39.1,30.1,33.9,24.4,76.3,0,0,0,,,,,24.8,144.1,1011.1,48.2,11.1,290.8,25.1,10,,2017-04-18T06:08:28,2017-04-18T18:09:16,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFN,remote,82400099999"
Fernando de Noronha,4/19/2017,31,27,28.8,37.7,30.1,33.4,24.3,76.8,0.3,100,12.5,rain,,,,24.5,145.6,1011.3,45.6,10.7,288.2,25,10,,2017-04-19T06:08:20,2017-04-19T18:08:58,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/20/2017,31,26,28.7,36.5,26,32.6,23.6,74,0,0,0,,,,,22.3,146.1,1011.2,57.7,11.1,282.6,24.3,10,,2017-04-20T06:08:13,2017-04-20T18:08:40,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFN,remote,82400099999"
Fernando de Noronha,4/21/2017,28.4,24.9,27.1,32.7,24.9,30,24.4,85.9,8.8,100,62.5,rain,,,,16.6,140.8,1011.9,80.3,10.3,237.6,20.4,8,,2017-04-21T06:08:07,2017-04-21T18:08:22,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/22/2017,28,24,26.2,32.7,24,28,24.2,89.1,19.4,100,100,rain,,,,16.6,124.2,1013.3,64.4,10.7,121.8,10.7,4,,2017-04-22T06:08:01,2017-04-22T18:08:05,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/23/2017,31,25,28.1,39.1,25,32.6,25,83.5,11.8,100,100,rain,,,,24.1,128.4,1012.4,70.7,10.8,147.4,12.8,5,,2017-04-23T06:07:55,2017-04-23T18:07:49,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/24/2017,29.4,26,27.7,35.9,26,31.5,24.6,83.3,5.7,100,100,rain,,,,22.7,125.5,1012.6,63.1,11.1,178.8,15.5,6,,2017-04-24T06:07:49,2017-04-24T18:07:33,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/25/2017,27.4,23.1,26.3,31.2,23.1,28.3,24.3,88.6,4.8,100,100,rain,,,,25.9,127.7,1011.6,64,9.1,170.8,14.7,6,,2017-04-25T06:07:44,2017-04-25T18:07:17,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/26/2017,30,25,27.1,37.4,25,30,24.8,87.7,15.2,100,100,rain,,,,22.3,131,1011.6,82,9.4,207.4,17.9,8,,2017-04-26T06:07:40,2017-04-26T18:07:02,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/27/2017,30,23.9,27.5,37.4,23.9,31.1,24.7,85,15.5,100,100,rain,,,57.6,33.5,105.2,1012.7,59.2,11,124.7,10.8,5,,2017-04-27T06:07:36,2017-04-27T18:06:48,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/28/2017,31,26,28.4,39.1,26,33.5,25.2,82.7,5.2,100,100,rain,,,,23.8,126.7,1012.4,58.2,11.1,135.5,11.6,5,,2017-04-28T06:07:32,2017-04-28T18:06:34,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/29/2017,31,27,28.8,39.1,30.1,33.8,24.8,78.9,1.5,100,37.5,rain,,,,27.7,123.4,1012.1,61.5,11.1,233.1,20.1,8,,2017-04-29T06:07:29,2017-04-29T18:06:21,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,4/30/2017,30,26,28,36.3,26,32.6,25,84,17.6,100,100,rain,,,,28.4,133.9,1012.2,80.4,11.1,188.2,16.1,7,,2017-04-30T06:07:26,2017-04-30T18:06:08,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,5/1/2017,28.4,25,26.8,33.1,25,29.3,24.7,88.7,25.3,100,100,rain,,,48.2,37.1,149.7,1012.2,82.6,8.4,117.7,10.2,4,,2017-05-01T06:07:24,2017-05-01T18:05:56,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,5/2/2017,28.4,22.9,26.3,33.2,22.9,28.3,24.1,88,8.4,100,83.33,rain,,,,33.1,140.5,1012.9,85.1,8.9,165.3,14.1,6,,2017-05-02T06:07:22,2017-05-02T18:05:44,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,5/3/2017,30,27,28.6,36.2,29.6,32.9,24.1,76.9,0,0,0,,,,,30.2,132.9,1011.9,72,11.2,269.3,23.4,9,,2017-05-03T06:07:21,2017-05-03T18:05:33,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFN,remote,82400099999"
Fernando de Noronha,5/4/2017,30.9,27,28.6,38.7,29.6,33.4,24.5,78.3,0.8,100,33.33,rain,,,,31.6,132.5,1011.1,63.8,11.1,253.9,22,9,,2017-05-04T06:07:20,2017-05-04T18:05:23,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,5/5/2017,29,24.1,26.7,34.5,24.1,29.1,24.3,86.8,32.2,100,100,rain,,,,28.1,137.8,1011.7,76.5,9.3,224.2,19.3,8,,2017-05-05T06:07:20,2017-05-05T18:05:13,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,5/6/2017,29,25,27.2,34.5,25,30.3,24.8,87,45.4,100,100,rain,,,,27.7,131.8,1011.7,78.1,9.4,148.6,12.9,6,,2017-05-06T06:07:20,2017-05-06T18:05:04,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,5/7/2017,30,26,27.8,36.3,26,32,25,85.3,13,100,100,rain,,,,36.7,98.6,1010.8,68.4,11.1,173.2,14.9,6,,2017-05-07T06:07:21,2017-05-07T18:04:56,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,5/8/2017,29,25,27.3,35.6,25,30.5,24.9,87.3,13.1,100,100,rain,,,,25.9,107.6,1010.9,81.6,10.4,131.4,11.3,5,,2017-05-08T06:07:22,2017-05-08T18:04:48,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,5/9/2017,30,24,27.2,38.8,24,31,24.9,87.3,11.6,100,100,rain,,,,25.2,125.3,1011.7,71.2,8.2,198.5,17.2,7,,2017-05-09T06:07:24,2017-05-09T18:04:41,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,5/10/2017,30,26,28.2,38.8,26,33.2,25.3,84,7.2,100,87.5,rain,,,,28.1,128.4,1011.7,72.1,11.1,114.2,9.7,4,,2017-05-10T06:07:26,2017-05-10T18:04:35,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,5/11/2017,30,27,28.6,37.5,30.2,33.9,25.1,81.5,0.3,100,12.5,rain,,,,26.3,121.3,1011.5,61.1,11.1,215.4,18.6,8,,2017-05-11T06:07:28,2017-05-11T18:04:29,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,5/12/2017,30,27,28.3,36.2,30.1,32.9,24.5,79.9,0.2,100,8.33,rain,,,,25.9,141.2,1013.3,51.3,11.1,270.5,23.1,9,,2017-05-12T06:07:32,2017-05-12T18:04:23,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,5/13/2017,30,26.9,28,36.2,29.7,32.2,24.5,81.2,0,0,0,,,,,25.9,146.2,1013.6,64.7,11.1,267.1,23,9,,2017-05-13T06:07:35,2017-05-13T18:04:19,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFN,remote,82400099999"
Fernando de Noronha,5/14/2017,30.8,27,28.3,37.5,30,32.9,24.7,80.9,0.7,100,29.17,rain,,,,25.9,130.8,1013.6,56.5,11.1,258.7,22.3,9,,2017-05-14T06:07:39,2017-05-14T18:04:15,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"SBFN,remote,82400099999"
Fernando de Noronha,5/15/2017,30,26,28.2,37.4,26,32.7,24.6,80.9,0,0,0,,,,,21.2,121.8,1013.8,44.6,11.1,265.8,23.1,9,,2017-05-15T06:07:44,2017-05-15T18:04:12,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFN,remote,82400099999"
Fernando de Noronha,5/16/2017,30.9,27,28.6,38.9,30.6,34,25.4,83.2,0,0,0,,,,,23.8,119.2,1012.9,80.1,11.1,262.4,22.7,9,,2017-05-16T06:07:49,2017-05-16T18:04:09,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFN,remote,82400099999"
Fernando de Noronha,5/17/2017,31,27,28.8,40.6,30.6,34.8,25.6,83,0,0,0,,,,,25.9,116.3,1012.7,46.5,11.1,258.7,22.4,9,,2017-05-17T06:07:55,2017-05-17T18:04:07,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFN,remote,82400099999"
Fernando de Noronha,5/18/2017,31,27,28.8,39.1,30,34,24.9,79.9,0,0,0,,,,,25.6,111,1012.1,31.5,11.1,266.1,22.9,9,,2017-05-18T06:08:01,2017-05-18T18:04:06,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFN,remote,82400099999"
Fernando de Noronha,5/19/2017,30,26,28.4,37.4,26,32.8,24.3,78.5,0,0,0,,,,,25.9,116,1011.2,37.7,11.1,268,23,9,,2017-05-19T06:08:07,2017-05-19T18:04:05,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBFN,remote,82400099999"
